timestamp,open,high,low,close,volume
2021-03-12 00:00:00-05:00,66.01756626007307,66.04807415246877,65.87266104467535,65.94129943847656,21842000
2021-03-15 00:00:00-04:00,65.89553385201076,66.0099369822404,65.826889646359,65.94892120361328,14719400
2021-03-16 00:00:00-04:00,65.91839535457271,65.9641542666834,65.72772546240036,65.7963638305664,22931400
2021-03-17 00:00:00-04:00,65.6667234865441,66.08619966490188,65.62096456482672,65.88790130615234,28345800
2021-03-18 00:00:00-04:00,65.63618600032038,65.72008119815916,65.36924937937056,65.38450622558594,37150300
2021-03-19 00:00:00-04:00,65.48367398095334,65.70485177354097,65.32351195572447,65.6362075805664,47467800
2021-03-22 00:00:00-04:00,65.74298255618038,65.98703980791605,65.7048520654996,65.87264251708984,32979500
2021-03-23 00:00:00-04:00,65.85740418908475,65.97180733087227,65.78113736748824,65.94129943847656,24705800
2021-03-24 00:00:00-04:00,66.00230298330668,66.20060133771207,65.97942352294922,65.97942352294922,31374500
2021-03-25 00:00:00-04:00,65.93364321290954,66.09381103515625,65.86500484804642,66.09381103515625,24070300
2021-03-26 00:00:00-04:00,66.17008092335249,66.29973505335435,66.02516994347785,66.29210662841797,25948000
2021-03-29 00:00:00-04:00,66.24635074988778,66.3531254287532,66.12431922045096,66.33024597167969,17447500
2021-03-30 00:00:00-04:00,66.2234694302163,66.26159991800516,66.15482524214288,66.17008209228516,19622100
2021-03-31 00:00:00-04:00,66.24639061110469,66.51332746888723,66.23876218122886,66.49044799804688,41604700
2021-04-01 00:00:00-04:00,66.55467784852934,66.6312026977539,66.46284452637683,66.6312026977539,30806600
2021-04-05 00:00:00-04:00,66.63887783867516,66.71540271190538,66.60826672168835,66.66183471679688,20758300
2021-04-06 00:00:00-04:00,66.67711614056014,66.80721480597735,66.67711614056014,66.77660369873047,15367900
2021-04-07 00:00:00-04:00,66.79194452464014,66.82255564939042,66.70776539119565,66.7536849975586,15645400
2021-04-08 00:00:00-04:00,66.83017167679459,66.85312854761182,66.76129522587117,66.77660369873047,11052100
2021-04-09 00:00:00-04:00,66.69243049386316,66.73834423954595,66.65416514681266,66.7306900024414,17413100
2021-04-12 00:00:00-04:00,66.65418047793177,66.68479159491858,66.59295824395817,66.66183471679688,15464500
2021-04-13 00:00:00-04:00,66.58529455293998,66.73069002714678,66.5087696972829,66.70773315429688,20643500
2021-04-14 00:00:00-04:00,66.72304360897252,66.799568466901,66.64651291257162,66.6771240234375,17992800
2021-04-15 00:00:00-04:00,66.83018658846983,66.94497680664062,66.7842669981177,66.94497680664062,20944400
2021-04-16 00:00:00-04:00,66.96027781657048,66.98323469195194,66.8072280883789,66.8072280883789,32509300
2021-04-19 00:00:00-04:00,66.73070903997068,66.79958551661682,66.66949264108666,66.70010375976562,23904900
2021-04-20 00:00:00-04:00,66.62357904198076,66.68480128485055,66.54705415763075,66.58531951904297,22901000
